pto_no,sacco,permit_id,primary_route,all_matches,confidence,score,reasons,route_text
NTSA/RSN-041811,Chelsea,,44G,44G (MEDIUM:59); 44K (MEDIUM:59); 237 (MEDIUM:48),MEDIUM,59,"Base number '44'; 2 waypoints (githurai, west)","Bus station,Thika rd,Zimmerman,Githurai 44,Kahawa west,Northen Bypass,Ruiru,Ruaka,Kikuyu via Waiyaki way,Forest rd,Limuru,Juja - Juja farm and back"
NTSA/RSN-5013,Circular Classic Company,NTR-00202009101604470,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, Kangundo road Tala Kangundo, Machakos"
NTSA/RSN-5013,Circular Classic Company,NTR-00202009101603390,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, Machakos Masii Mwala Kithimani Garissa road, Ol donyo Sabuk"
NTSA/RSN-5013,Circular Classic Company,NTR-00201910290905210,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, EastleighPangani TerminusJuja Thika Garissa rd Mwala Kithiani Masii Machakos Tala, Kangundo rd"
NTSA/RSN-5013,Circular Classic Company,NTR-00202111051642530,,,UNMATCHED,0,Insufficient keyword overlap,"eastleigh, northern bypass eastern bypass jogoo rd mombasa rd utawala, ruai"
NTSA/RSN-5013,Circular Classic Company,NTR-00706,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, eastleigh kahawa west muranga othaya nyeri mwea, embu"
NTSA/RSN-5013,Circular Classic Company,NTR-00202111051643520,,,UNMATCHED,0,Insufficient keyword overlap,"kiambu via westlands, kikuyu ruiru limuru, naivasha"
NTSA/RSN-5013,Circular Classic Company,NTR-00202111121600130,107D,107D (LOW:36),LOW,36,"3 waypoints (bypass, eastern, ruiru)","eastleigh, jogoo rd mombasa rd utawala eastern bypass mwihoko kawaha west via mwiki northern bypass, ruiru"
NTSA/RSN-5013,Circular Classic Company,NTR-00202009231508300,33TP,33TP (MEDIUM:51); 107D (MEDIUM:48); 33C (LOW:39),MEDIUM,51,"3 waypoints (mombasa, commercial, jogoo); Terminal 'commercial'","Commercial, eastleigh jogoo rd manyanja rd umoja innercore komarock eastern bypass utawala mombasa rd westlands kikuyu kiambu northern bypass kahawa west ruiru mwihoko kasarani, mwiki"
NTSA/RSN-5013,Circular Classic Company,ADR-WZ9SDA5,237,237 (MEDIUM:48); 14 (LOW:36); 46B (LOW:36),MEDIUM,48,"4 waypoints (pangani, thika, town)","Nairobi, Eastleigh,Pangani Terminus,Juja town, Thika"
NTSA/RSN-0069,City Star Shuttle,NTR-0020181211134410497,5,5 (MEDIUM:63); 24 (MEDIUM:63); 24C (MEDIUM:63),MEDIUM,63,"4 waypoints (arcade, ngong, kencom); Terminal 'kencom'","bus station, kencom,gpo,knh,adams arcade,karen,ngong,matasia,kiseriani,rongai,bomas,langata road, kiserian"
NTSA/RSN-0069,City Star Shuttle,NTR-0020181211134054530,38/39,38/39 (MEDIUM:63); 5 (MEDIUM:51); 46K (MEDIUM:51),MEDIUM,63,"4 waypoints (kangundo, joska, ruai); Terminal 'bus station'","kikuyu, kawangware,ngong road,yaya,icea,ambassadeur,bus station,jogoo road,kangundo road,utawala,ruai,joska, malaa"
NTSA/RSN-0069,City Star Shuttle,NTR-00202101251020460,24C,24C (MEDIUM:63); 38/39 (MEDIUM:63); 5 (MEDIUM:51),MEDIUM,63,"4 waypoints (langata, ngong, kencom); Terminal 'kencom'","South B, Langata Ongata Rongai Kiserian Ngong Karen Kawangware Yaya KNH Ambassador Kencom Bus station Jogoo rd Buruburu Umoja Kangundo rd Ruai Malaa Kantafu Utawala Jkia Mombasa rd SGR Syokimau Athi river Kitengela, Isinya"
NTSA/RSN-0069,City Star Shuttle,NTR-00202101251031330,38/39,38/39 (MEDIUM:63); 24 (MEDIUM:51); 19C (MEDIUM:51),MEDIUM,63,"5 waypoints (ruai, jogoo, umoja); Terminal 'bus station'","Kangundo, Malaa Ruai Juja Ruiru Thika Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Gikomba Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya"
NTSA/RSN-0069,City Star Shuttle,NTR-00592,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, kawangware,yaya,arkwings kodhek,yaya,ambassadour,jkia,utawala, joska"
NTSA/RSN-0069,City Star Shuttle,NTR-00591,38/39,38/39 (MEDIUM:63); 237 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, joska, mboya); Terminal 'bus station'","juja, ruiru,thika rd,tom mboya,bus station,buruburu,ruai,kangundo rd,joska, malaa"
NTSA/RSN-0069,City Star Shuttle,NTR-00596,38/39,38/39 (LOW:39); 102 (LOW:36),LOW,39,"2 waypoints (umoja, joska); Terminal 'bus station'","kikuyu, kawangware,ngong rd,yaya,icea,ambassadour,bus station,umoja,jkia, joska"
NTSA/RSN-0069,City Star Shuttle,ADR-DB3TQ92,24,24 (MEDIUM:63); 24C (MEDIUM:63); 38/39 (MEDIUM:63),MEDIUM,63,"4 waypoints (hardy, ngong, kencom); Terminal 'kencom'","Isinya, Kitengela Athi river Syokimau SGR Mombasa rd JKIA Utawala Ruai Malaa Kantafu Kangundo rd Umoja Outering rd Juja rd Buruburu Jogoo rd South B Bus station Ambassador Kencom KNH Langata rd Ongata Rongai Kiserian Ngong Karen Hardy Kawangware Kikuyu, Waiyaki way"
NTSA/RSN-0069,City Star Shuttle,ADR-3ZQSO8Q,38/39,38/39 (MEDIUM:63); 24 (MEDIUM:51); 19C (MEDIUM:51),MEDIUM,63,"5 waypoints (ruai, jogoo, umoja); Terminal 'bus station'","Kantafu, Malaa Ruai Juja Ruiru Thika rd Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya"
NTSA/RSN-0069,City Star Shuttle,ADR-JY7SED8,24,24 (MEDIUM:63); 24C (MEDIUM:63); 38/39 (MEDIUM:63),MEDIUM,63,"4 waypoints (hardy, ngong, kencom); Terminal 'kencom'","Isinya, Kitengela Athi river Syokimau SGR Mombasa rd JKIA Utawala Ruai Malaa Kantafu Kangundo rd Umoja Outering rd Juja rd Buruburu Jogoo rd South B Bus station Ambassador Kencom KNH Langata rd Ongata Rongai Kiserian Ngong Karen Hardy Kawangware Kikuyu Waiyaki way, Thika"
NTSA/RSN-0069,City Star Shuttle,ADR-POKS78J,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, kawangware,yaya,arkwings kodhek,yaya,ambassadour,jkia,utawala , joska"
NTSA/RSN-0069,City Star Shuttle,ADR-VYASZ6M,19C,19C (MEDIUM:63); 38/39 (MEDIUM:63); 19C (MEDIUM:51),MEDIUM,63,"4 waypoints (ambassadeur, umoja, mboya); Terminal 'kencom'","kikuyu, waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road, joska"
NTSA/RSN-0069,City Star Shuttle,ADR-Q5LCBRQ,12D,12D (LOW:39); 102 (LOW:36),LOW,39,"2 waypoints (mombasa, athi); Terminal 'bus station'","kikuyu, kawangware, ngong road, yaya, knh , ambassadour, bus station, jogoo road, jkia, utawala, mombasa road, athi river, kitengela, kajiado"
NTSA/RSN-0069,City Star Shuttle,ADR-EPJSQDR,19C,19C (MEDIUM:63); 38/39 (MEDIUM:63); 19C (MEDIUM:51),MEDIUM,63,"4 waypoints (ambassadeur, umoja, mboya); Terminal 'kencom'","kikuyu, waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road, joska"
NTSA/RSN-0069,City Star Shuttle,ADR-2DVS2WZ,,,UNMATCHED,0,Insufficient keyword overlap,"kitengela, athi river,jkia,mombasa road, ambassador, kencom,juja,outering road, jkia, kitengela"
NTSA/RSN-0069,City Star Shuttle,ADR-K9BFLJ6,5,5 (LOW:39); 24 (LOW:39); 24C (LOW:39),LOW,39,"2 waypoints (nairobi, kencom); Terminal 'kencom'","umoja, jkia,sgr terminus nairobi, kencom, knh, kawangware, kikuyu, ambassadour, bus station"
NTSA/RSN-0069,City Star Shuttle,ADR-7WRSVBZ,2,2 (LOW:39); 8 (LOW:39); 56 (LOW:39),LOW,39,"2 waypoints (ngong, railways); Terminal 'railways'","kiserian, ngong, yaya, icea, ambassadour, railways, bus station, south b, jkia"
NTSA/RSN-0069,City Star Shuttle,ADR-BQ9S5AZ,2,2 (LOW:39); 8 (LOW:39); 56 (LOW:39),LOW,39,"2 waypoints (ngong, railways); Terminal 'railways'","kiserian, jkia,ngong, yaya, icea, ambassadour, railways, bus station, south b"
NTSA/RSN-0069,City Star Shuttle,ADR-REOSR9R,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, kawangware, yaya, argwings kodhek, yaya, ambassadour, jkia, utawala"
NTSA/RSN-0069,City Star Shuttle,ADR-MDMSQLO,38/39,38/39 (MEDIUM:51); 102 (LOW:36),MEDIUM,51,"3 waypoints (joska, ruai, jogoo); Terminal 'bus station'","kikuyu, kawangware, ngong road, yaya, icea, ambassadour, bus station, jogoo road, kangudo road, ruai, joska, malaa"
NTSA/RSN-0069,City Star Shuttle,ADR-YM3S6M9,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 1960 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tom mboya, juja road, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market"
NTSA/RSN-0069,City Star Shuttle,ADR-8LMSELZ,19C,19C (MEDIUM:63); 38/39 (MEDIUM:63); 19C (MEDIUM:51),MEDIUM,63,"4 waypoints (ambassadeur, umoja, mboya); Terminal 'kencom'","kikuyu, joska,waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road"
NTSA/RSN-0069,City Star Shuttle,ADR-ZZJSQ65,38/39,38/39 (MEDIUM:51); 102 (LOW:36),MEDIUM,51,"3 waypoints (joska, ruai, jogoo); Terminal 'bus station'","kikuyu, kawangware, ngong road, yaya, icea, ambassadour, bus station, jogoo road, kangudo road, ruai, joska, maraa"
NTSA/RSN-0069,City Star Shuttle,ADR-LZRSW8V,12D,12D (LOW:39); 102 (LOW:36),LOW,39,"2 waypoints (mombasa, athi); Terminal 'bus station'","kikuyu, kajiado,kawangware, ngong road, yaya, knh , ambassadour, bus station, jogoo road, jkia, utawala, mombasa road, athi river, kitengela"
NTSA/RSN-0069,City Star Shuttle,ADR-O68I25W,38/39,38/39 (MEDIUM:63); 237 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, joska, mboya); Terminal 'bus station'","juja, malaa,ruiru,thika rd,tom mboya,bus station,buruburu,ruai,kangundo rd, joska"
NTSA/RSN-0069,City Star Shuttle,ADR-6DBS8MM,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, waiyaki way, ambassadour, jkia, utawala"
NTSA/RSN-0069,City Star Shuttle,ADR-WZ9SVBB,,,UNMATCHED,0,Insufficient keyword overlap,"south b, uhuru,ambassadour,bus station,thika rd, kenyatta university"
NTSA/RSN-0069,City Star Shuttle,ADR-537H2VZ,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, utawala,kawangware, yaya, argwings kodhek, yaya, ambassadour, jkia"
NTSA/RSN-0070,City Tram Shuttle,ADR-2DVS5R9,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 1960 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tom mboya, juja road, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market"
NTSA/RSN-0070,City Tram Shuttle,ADR-K9BFV62,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 35/60 (MEDIUM:48),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tala market,tom mboya, jogoo road, buruburu, outering road, umoja, innercore, kangundo road"
NTSA/RSN-0070,City Tram Shuttle,ADR-7WRSZ93,38/39,38/39 (LOW:39),LOW,39,"2 waypoints (kangundo, jogoo); Terminal 'bus station'","bus station, jogoo road, buruburu, outering road, kangundo road, kantafu market"
NTSA/RSN-0070,City Tram Shuttle,ADR-BQ9S3QE,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 35/60 (MEDIUM:48),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, kantafu market,tom mboya, jogoo road, buruburu, outering road, umoja, innercore, kangundo road"
NTSA/RSN-0070,City Tram Shuttle,ADR-REOSLZ9,38/39,38/39 (MEDIUM:51); 04SK (LOW:36),MEDIUM,51,"3 waypoints (kangundo, umoja, jogoo); Terminal 'bus station'","bus station, kantafu market,jogoo road, buruburu, outering road, umoja, kangundo road"
NTSA/RSN-0070,City Tram Shuttle,ADR-MDMSAA9,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 1960 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tom mboya, jogoo road, buruburu, umoja, outering road, kangundo road, tala market"
NTSA/RSN-0070,City Tram Shuttle,ADR-YM3SEEZ,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 1960 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tom mboya, jogoo road, buruburu, outering road, umoja, kangundo road, tala"
NTSA/RSN-0070,City Tram Shuttle,ADR-8LMSVVQ,38/39,38/39 (MEDIUM:63); 04SK (MEDIUM:48); 1960 (LOW:36),MEDIUM,63,"4 waypoints (kangundo, umoja, mboya); Terminal 'bus station'","bus station, tom mboya, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market"
NTSA/RSN-0079,Compliant,NTR-00495,111,111 (LOW:36),LOW,36,"3 waypoints (karen, ngong, jogoo)","kiserian, ngong,karen,yaya,ambassdour,jogoo road, civil servant"
NTSA/RSN-0079,Compliant,NTR-00354,23KS,23KS (LOW:36),LOW,36,"3 waypoints (civil, buruburu, jogoo)","mfangano, jogoo road,buruburu,civil servant,garage, eastleigh"
NTSA/RSN-0079,Compliant,NTR-00355,,,UNMATCHED,0,Insufficient keyword overlap,"luthuli, general waruinge,garage,eastleigh, kimathi"
NTSA/RSN-0079,Compliant,ADR-Q5LCMYK,23KS,23KS (LOW:36),LOW,36,"3 waypoints (civil, buruburu, jogoo)","mfangano, jogoo road,buruburu,civil servant,garage, eastleigh"
NTSA/RSN-0079,Compliant,ADR-EPJSRA9,23KS,23KS (LOW:36),LOW,36,"3 waypoints (civil, buruburu, jogoo)","ngong, yaya, kawangware, ambasdours, jogoo road, buruburu, civil servant"
NTSA/RSN-0079,Compliant,ADR-2DVSDZ7,,,UNMATCHED,0,Insufficient keyword overlap,"luthuli, kimathi,general waruinge,garage, eastleigh"
NTSA/RSN-0079,Compliant,ADR-K9BFZEP,111,111 (LOW:36); 23KS (LOW:36),LOW,36,"3 waypoints (karen, ngong, jogoo)","ngong, karen, yaya, ambassadours, jogoo road, buruburu, civil servant"
NTSA/RSN-0079,Compliant,ADR-7WRSO7D,111,111 (LOW:36); 23KS (LOW:36),LOW,36,"3 waypoints (ngong, jogoo, karen)","ngong, civil servant,karen, yaya, ambassadours, jogoo road, buruburu"
NTSA/RSN-0079,Compliant,ADR-BQ9SM7W,23KS,23KS (LOW:36),LOW,36,"3 waypoints (civil, buruburu, jogoo)","mfangano, eastleigh,jogoo road,buruburu,civil servant, garage"
NTSA/RSN-0079,Compliant,ADR-REOSY8J,,,UNMATCHED,0,Insufficient keyword overlap,"ngong, karen, yaya, kileleshwa, westlands, ambassador"
NTSA/RSN-0079,Compliant,ADR-MDMSEK6,111,111 (LOW:36),LOW,36,"3 waypoints (ngong, jogoo, karen)","kiserian, civil servant,ngong,karen,yaya,ambassdour, jogoo road"
NTSA/RSN-0079,Compliant,ADR-YM3SJV8,23KS,23KS (LOW:36),LOW,36,"3 waypoints (civil, buruburu, jogoo)","mfangano, civil servant,jogoo road, buruburu"
NTSA/RSN-0081,Cosy Travel,NTR-0078,30,30 (MEDIUM:51); 105 (MEDIUM:51); 23KG (MEDIUM:51),MEDIUM,51,"3 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","odeon, westlands, kangemi"
NTSA/RSN-0081,Cosy Travel,ADR-3ZQSAW5,105,105 (LOW:39),LOW,39,"2 waypoints (kinoo, odeon); Terminal 'odeon'","odeon, westlandsuthiru, kinoo"
NTSA/RSN-0081,Cosy Travel,ADR-JY7S3P6,30,30 (MEDIUM:63); 105 (MEDIUM:63); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, uthiru); Terminal 'odeon'","odeon, westlands, kangemi, uthiru, kinoo"
NTSA/RSN-0081,Cosy Travel,ADR-POKSOJD,105,105 (LOW:39),LOW,39,"2 waypoints (kinoo, odeon); Terminal 'odeon'","odeon, westlandsuthiru, kinoo"
NTSA/RSN-0081,Cosy Travel,ADR-VYASL7Q,105,105 (LOW:39),LOW,39,"2 waypoints (kinoo, odeon); Terminal 'odeon'","odeon, kinoo, westlandsuthiru"
NTSA/RSN-0081,Cosy Travel,ADR-Q5LC6JA,30,30 (MEDIUM:51); 105 (MEDIUM:51); 23KG (MEDIUM:51),MEDIUM,51,"3 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","odeon, kangemi, westlands"
NTSA/RSN-0082,County Link,NTR-00202011241151430,38/39,38/39 (MEDIUM:51); 11 (LOW:39),MEDIUM,51,"3 waypoints (kamulu, kangundo, ruai); Terminal 'bus station'","Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani"
NTSA/RSN-0082,County Link,NTR-00202211011653270,11,11 (MEDIUM:63); 38/39 (MEDIUM:63); 11_2 (MEDIUM:48),MEDIUM,63,"4 waypoints (mombasa, area, industrial); Terminal 'bus station'","Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani"
NTSA/RSN-0082,County Link,ADR-JY7S3W6,38/39,38/39 (MEDIUM:51),MEDIUM,51,"3 waypoints (kangundo, kamulu, ruai); Terminal 'bus station'","Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani"
NTSA/RSN-0082,County Link,ADR-POKSOVD,38/39,38/39 (MEDIUM:51),MEDIUM,51,"3 waypoints (kangundo, kamulu, ruai); Terminal 'bus station'","Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani"
NTSA/RSN-0082,County Link,ADR-VYASL5Q,11,11 (LOW:39); 110 (LOW:36); 110ATH (LOW:36),LOW,39,"2 waypoints (mombasa, hazina); Terminal 'bus station'","bus station, mombasa road, hazina, citycabanas, syokimau, katani, mlolongo"
NTSA/RSN-0082,County Link,ADR-Q5LC67A,11_2,11_2 (MEDIUM:48); 11 (LOW:39); 33MKR (LOW:39),MEDIUM,48,"4 waypoints (mombasa, diamond, park)","bus station, mombasa road, bunyala road, likoni road, balozi, diamond park"
NTSA/RSN-0082,County Link,ADR-EPJSYOD,11_2,11_2 (MEDIUM:48); 11 (LOW:39); 33MKR (LOW:39),MEDIUM,48,"4 waypoints (mombasa, diamond, park)","bus station, diamond park,mombasa road, bunyala road, likoni road, balozi"
NTSA/RSN-0085,Dabumato,NTR-0040,36,36 (MEDIUM:48),MEDIUM,48,"4 waypoints (city, buru, dandora)","dandora, buru buru, city stadium"
NTSA/RSN-0085,Dabumato,ADR-MDMSJLB,36,36 (MEDIUM:48); 10 (LOW:36); 58 (LOW:36),MEDIUM,48,"5 waypoints (buru, jogoo, dandora)","city stadium, jogoo road,buru buru, dandora"
NTSA/RSN-0085,Dabumato,ADR-YM3SBMA,36,36 (MEDIUM:48); 10 (LOW:36); 58 (LOW:36),MEDIUM,48,"5 waypoints (buru, jogoo, dandora)","city stadium, dandora,jogoo road, buru buru"
NTSA/RSN-0085,Dabumato,ADR-8LMSYLP,36,36 (MEDIUM:48); 58 (LOW:36); 23KS (LOW:36),MEDIUM,48,"4 waypoints (dandora, city, stadium)","dandora, city stadium, buruburu"
NTSA/RSN-01723,Dakabo,ADR-2DVS88Q,,,UNMATCHED,0,Insufficient keyword overlap,"dagoretti market, karen, bomas"
NTSA/RSN-01723,Dakabo,ADR-EPJSLLM,,,UNMATCHED,0,Insufficient keyword overlap,"bomas, karen, kabiria, dagoretti market"
NTSA/RSN-0087,Dakika,NTR-00126,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, dagoreti, kikuyu"
NTSA/RSN-0087,Dakika,NTR-00104,102,102 (MEDIUM:51); 2 (LOW:39); 4W (LOW:39),MEDIUM,51,"3 waypoints (railways, dagoretti, kikuyu); Terminal 'railways'","railways, kikuyu, dagoretti"
NTSA/RSN-0087,Dakika,ADR-MDMSA9B,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, dagoreti, kikuyu"
NTSA/RSN-0087,Dakika,ADR-YM3SEWA,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, kikuyu, dagoreti"
NTSA/RSN-0087,Dakika,ADR-8LMSVRP,102,102 (MEDIUM:63); 2 (MEDIUM:51); 4W (MEDIUM:51),MEDIUM,63,"4 waypoints (ngong, railways, dagoretti); Terminal 'railways'","railways, ngong road, dagoretti, kikuyu"
NTSA/RSN-0087,Dakika,ADR-ZZJS236,105,105 (MEDIUM:48); 102 (LOW:39); 115 (LOW:36),MEDIUM,48,"4 waypoints (westlands, uthiru, kinoo)","kikuyu, railways,kinoo, uthiru, westlands, ambassadours"
NTSA/RSN-0087,Dakika,ADR-LZRS3A9,102,102 (MEDIUM:63); 2 (MEDIUM:51); 4W (LOW:39),MEDIUM,63,"4 waypoints (kawangware, railways, dagoretti); Terminal 'railways'","railways, kawangware,kikuyu, dagoretti"
NTSA/RSN-0087,Dakika,ADR-O68ILAA,,,UNMATCHED,0,Insufficient keyword overlap,"railways, uthiru,kamangu, limuru"
NTSA/RSN-0088,Dandora Usafiri,NTR-00357,14,14 (LOW:39); 1960 (LOW:39); 46B (LOW:39),LOW,39,"2 waypoints (ronald, kariobangi); Terminal 'otc'","dandora, kariobangi round about,alsolps,thika road, ronald ngara"
NTSA/RSN-0088,Dandora Usafiri,NTR-0040,36,36 (MEDIUM:48),MEDIUM,48,"4 waypoints (city, buru, dandora)","dandora, buru buru, city stadium"
NTSA/RSN-0088,Dandora Usafiri,NTR-00337,46B,46B (MEDIUM:51); 14 (LOW:39); 46H (LOW:39),MEDIUM,51,"3 waypoints (ronald, ngara, juja); Terminal 'otc'","ronald ngara, juja road, dandora"
NTSA/RSN-0088,Dandora Usafiri,NTR-00360,,,UNMATCHED,0,Insufficient keyword overlap,"dandora, kariobangi, alsolps"
NTSA/RSN-0088,Dandora Usafiri,NTR-00356,04SK,04SK (MEDIUM:63); 14 (MEDIUM:51); 35/60 (MEDIUM:51),MEDIUM,63,"4 waypoints (ronald, ngala, kangundo); Terminal 'otc'","Dandora, juja rd thika rdring rd komarock rd baraka slip rd kangundo rd outering rd jogoo rd heshima rd ambira gikomba, ronald ngala"
NTSA/RSN-0088,Dandora Usafiri,NTR-00201901101405390,41,41 (LOW:39),LOW,39,"2 waypoints (gikomba, dandora); Terminal 'gikomba'","gikomba, dandora baraka slip rd kangundo rd outering rd heshima rd ambira rd likoni rd enterprise rd lusaka, enterprise via mombasa rd"
NTSA/RSN-0088,Dandora Usafiri,ADR-A5AC77Q,41,41 (LOW:39),LOW,39,"2 waypoints (gikomba, dandora); Terminal 'gikomba'","dandora, juja road, gikomba"
NTSA/RSN-0088,Dandora Usafiri,ADR-9AKFWW2,46B,46B (LOW:39); 237 (LOW:36),LOW,39,"2 waypoints (ronald, ngara); Terminal 'otc'","dandora, thika road, ngara, ronald ngara"
NTSA/RSN-0088,Dandora Usafiri,ADR-DB3T33B,41,41 (LOW:39),LOW,39,"2 waypoints (gikomba, dandora); Terminal 'gikomba'","dandora, gikomba, juja road"
NTSA/RSN-0088,Dandora Usafiri,ADR-3ZQSAAJ,46B,46B (MEDIUM:51); 14 (LOW:39); 46H (LOW:39),MEDIUM,51,"3 waypoints (ronald, ngara, juja); Terminal 'otc'","ronald ngara, dandora, juja road"
NTSA/RSN-0088,Dandora Usafiri,ADR-JY7S333,36,36 (MEDIUM:48),MEDIUM,48,"4 waypoints (city, buru, dandora)","dandora, city stadium, buru buru"
NTSA/RSN-0088,Dandora Usafiri,ADR-POKSOOK,14,14 (MEDIUM:51); 46B (MEDIUM:51); 46H (MEDIUM:51),MEDIUM,51,"3 waypoints (ronald, juja, ngala); Terminal 'otc'","dandora, juja road, ronald ngala"
NTSA/RSN-0088,Dandora Usafiri,ADR-VYASLLZ,36,36 (MEDIUM:48); 58 (LOW:36); 23KS (LOW:36),MEDIUM,48,"4 waypoints (buruburu, dandora, stadium)","dandora, buruburu, city stadium"
NTSA/RSN-0088,Dandora Usafiri,ADR-Q5LC66E,36,36 (MEDIUM:48); 10 (LOW:36); 58 (LOW:36),MEDIUM,48,"5 waypoints (buru, jogoo, dandora)","city stadium, jogoo road,buru buru, dandora"
NTSA/RSN-0088,Dandora Usafiri,ADR-EPJSYY3,36,36 (MEDIUM:48); 58 (LOW:36); 23KS (LOW:36),MEDIUM,48,"4 waypoints (dandora, city, stadium)","dandora, city stadium, buruburu"
NTSA/RSN-0088,Dandora Usafiri,ADR-2DVS559,14,14 (LOW:39); 1960 (LOW:39); 46B (LOW:39),LOW,39,"2 waypoints (ronald, kariobangi); Terminal 'otc'","dandora, ronald ngara,kariobangi round about,alsolps, thika road"
NTSA/RSN-0088,Dandora Usafiri,ADR-K9BFVV2,10,10 (MEDIUM:51); 33DP (LOW:39),MEDIUM,51,"3 waypoints (maringo, muthurwa, jogoo); Terminal 'muthurwa'","muthurwa, jogoo road,maringo,jericho,bururburu, dandora"
NTSA/RSN-6534,Digital Luxury,NTR-00201810020854450,,,UNMATCHED,0,Insufficient keyword overlap,"Odeon, NgaraMuseum HillKangemiUthiruKawangware, Knh via kenyatta avenue"
NTSA/RSN-6534,Digital Luxury,NTR-00202104141031560,115,115 (MEDIUM:48); 135 (MEDIUM:48); 114W (MEDIUM:48),MEDIUM,48,"6 waypoints (limuru, kinoo, rironi)","Uthiru, muhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, kinoo"
NTSA/RSN-6534,Digital Luxury,NTR-00202104161732330,105,105 (MEDIUM:51); 115 (MEDIUM:48); 135 (MEDIUM:48),MEDIUM,51,"3 waypoints (odeon, kinoo, kikuyu); Terminal 'odeon'","Odeon, NgaraMuseum HillKangemiUthiruKawangwareKNH back to odeon via kenyatta AvenueUthirumuhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, Kinoo"
NTSA/RSN-6534,Digital Luxury,ADR-6DBSZO5,114W,114W (MEDIUM:63); 114R (LOW:39); 30 (LOW:36),MEDIUM,63,"4 waypoints (museum, kangemi, ngara); Terminal 'fig tree'","ngara, museum hill,kangemi,uthiru,kawangware, knh"
NTSA/RSN-6534,Digital Luxury,ADR-WZ9SVOQ,30,30 (MEDIUM:63); 105 (MEDIUM:63); 114W (MEDIUM:63),MEDIUM,63,"4 waypoints (museum, kangemi, uthiru); Terminal 'odeon'","odeon, ngara,museum hill,kangemi,uthiru,kawangware, knh"
